,fighter_r,fighter_b,winner,total_wins_r,total_losses_r,total_draws_r,total_nc_r,height_r,weight_r,reach_r,stance_r,dob_r,slpm_r,str_acc_r,sapm_r,str_def_r,td_avg_r,td_acc_r,td_def_r,sub_avg_r,total_wins_b,total_losses_b,total_draws_b,total_nc_b,height_b,weight_b,reach_b,stance_b,dob_b,slpm_b,str_acc_b,sapm_b,str_def_b,td_avg_b,td_acc_b,td_def_b,sub_avg_b
4499,Ryan Bader,Vinny Magalhaes,Ryan Bader,23,5,0,0,"6'2""",205,"74""",Orthodox,6/07/1983,2.82,43%,1.39,71%,3.37,44%,80%,0.4,14,9,0,1,"6'3""",205,"75""",Orthodox,7/02/1984,2.14,24%,3.97,68%,1.55,44%,66%,0.8
4500,Anthony Johnson,Kevin Burns,Anthony Johnson,22,6,0,0,"6'2""",205,"78""",Orthodox,3/06/1984,3.25,47%,1.83,60%,2.43,57%,77%,0.6,12,7,0,0,"5'10""",170,"74""",Orthodox,3/03/1980,2.74,38%,4.3,52%,0.28,50%,47%,0.8
4501,Wilson Gouveia,Jason MacDonald,Wilson Gouveia,14,8,0,0,"6'1""",185,"76""",Orthodox,10/03/1978,3.02,39%,4.06,56%,0.9,66%,57%,2.2,25,16,0,0,"6'3""",185,"80""",Orthodox,6/03/1975,1.55,52%,2.7,46%,1.43,16%,35%,2.0
4502,Tom Lawlor,Kyle Kingsbury,Tom Lawlor,10,6,0,1,"6'0""",205,"74""",Southpaw,5/15/1983,2.5,42%,2.41,60%,2.46,32%,57%,1.4,11,6,0,1,"6'4""",205,"79""",Orthodox,3/22/1982,2.97,40%,3.81,51%,2.64,41%,52%,0.0
4503,Shane Nelson,George Roop,Shane Nelson,16,7,0,0,"5'9""",155,"70""",Southpaw,11/29/1984,1.38,31%,2.84,61%,1.31,18%,54%,1.6,15,13,1,0,"6'1""",135,"72""",Orthodox,11/10/1981,3.43,34%,2.47,60%,1.05,57%,59%,0.1
4504,Josh Koscheck,Yoshiyuki Yoshida,Josh Koscheck,17,11,0,0,"5'10""",170,"73""",Orthodox,11/30/1977,1.79,36%,2.27,63%,2.46,48%,64%,0.4,18,9,0,0,"5'11""",170,"70""",Southpaw,5/10/1974,0.85,36%,3.67,36%,1.41,28%,25%,2.8
4505,Mike Swick,Jonathan Goulet,Mike Swick,15,6,0,0,"6'1""",170,"77""",Orthodox,6/19/1979,2.36,37%,2.29,54%,1.06,50%,61%,0.6,23,12,0,1,"6'0""",170,"73""",Orthodox,7/13/1979,1.61,41%,2.01,46%,4.17,70%,45%,0.6
4506,Jim Miller,Matt Wiman,Jim Miller,32,15,0,1,"5'8""",155,"71""",Southpaw,8/30/1983,2.73,40%,2.99,59%,1.69,43%,46%,1.9,16,10,0,0,"5'10""",155,"68""",Orthodox,9/19/1983,3.17,50%,3.57,51%,2.13,37%,56%,1.5
4507,Dale Hartt,Corey Hill,Dale Hartt,6,3,0,0,"5'10""",155,"69""",Orthodox,4/04/1979,1.14,35%,1.55,66%,1.22,100%,25%,2.5,6,9,0,0,"6'4""",155,"80""",Orthodox,10/03/1978,3.57,46%,1.61,70%,3.02,80%,100%,0.0
4508,Justin McCully,Eddie Sanchez,Justin McCully,11,5,2,0,"6'1""",225,"73""",Orthodox,2/18/1976,1.58,37%,2.02,46%,1.28,44%,43%,0.0,15,8,0,0,"6'2""",230,"74""",Orthodox,11/04/1982,3.45,43%,3.3,43%,1.13,26%,42%,0.0
4509,Brock Lesnar,Randy Couture,Brock Lesnar,5,3,0,1,"6'3""",265,"81""",Orthodox,7/12/1977,3.53,72%,2.11,50%,3.9,55%,60%,0.5,19,11,0,0,"6'1""",205,"75""",Orthodox,6/22/1963,2.85,57%,1.53,59%,2.78,46%,58%,0.5
4510,Kenny Florian,Joe Stevenson,Kenny Florian,14,6,0,0,"5'10""",145,"74""",Southpaw,5/26/1976,2.41,40%,1.85,63%,2.22,33%,60%,1.3,33,16,0,0,"5'7""",145,"70""",Orthodox,6/15/1982,2.05,44%,2.44,60%,2.75,44%,39%,2.2
4511,Dustin Hazelett,Tamdan McCrory,Dustin Hazelett,12,7,0,0,"6'1""",170,"76""",Orthodox,4/29/1986,2.24,40%,3.51,46%,0.55,50%,25%,4.1,14,5,0,0,"6'4""",185,"76""",Switch,11/05/1986,2.07,49%,1.6,46%,2.28,50%,33%,2.5
4512,Demian Maia,Nate Quarry,Demian Maia,28,10,0,0,"6'1""",170,"72""",Southpaw,11/06/1977,1.82,43%,2.03,63%,2.55,26%,61%,1.0,12,4,0,0,"6'0""",185,"72""",Open,3/18/1972,4.96,44%,2.8,66%,0.25,33%,60%,0.0
4513,Aaron Riley,Jorge Gurgel,Aaron Riley,30,14,1,0,"5'8""",155,"69""",Southpaw,12/09/1980,3.45,34%,3.78,61%,1.18,34%,60%,0.1,14,10,0,0,"5'7""",155,"69""",Orthodox,1/25/1977,3.37,32%,3.62,62%,0.81,23%,60%,0.5
4514,Jeremy Stephens,Rafael Dos Anjos,Jeremy Stephens,28,18,0,1,"5'9""",145,"71""",Orthodox,5/25/1986,3.18,40%,3.06,58%,1.16,38%,65%,0.4,30,13,0,0,"5'8""",155,"70""",Southpaw,10/26/1984,3.49,46%,3.22,61%,1.93,37%,58%,0.6
4515,Mark Bocek,Alvin Robinson,Mark Bocek,12,5,0,0,"5'8""",155,"75""",Orthodox,10/24/1981,2.34,43%,2.32,60%,3.65,36%,31%,1.3,15,9,0,0,"5'9""",155,"68""",Southpaw,7/16/1982,1.57,50%,1.29,51%,1.24,50%,25%,1.2
4516,Anderson Silva,Patrick Cote,Anderson Silva,34,11,0,1,"6'2""",185,"77""",Southpaw,4/14/1975,3.05,61%,2.05,60%,0.5,77%,69%,0.8,23,11,0,0,"5'11""",170,"75""",Orthodox,2/29/1980,2.81,48%,3.21,48%,0.68,20%,43%,0.2
4517,Thiago Alves,Josh Koscheck,Thiago Alves,23,15,0,0,"5'9""",170,"70""",Orthodox,10/03/1983,3.73,41%,3.42,62%,0.71,60%,63%,0.3,17,11,0,0,"5'10""",170,"73""",Orthodox,11/30/1977,1.79,36%,2.27,63%,2.46,48%,64%,0.4
4518,Gray Maynard,Rich Clementi,Gray Maynard,13,7,1,1,"5'9""",155,"70""",Orthodox,5/09/1979,1.92,32%,2.64,66%,2.91,47%,81%,0.7,45,23,1,0,"5'9""",155,"72""",Southpaw,3/31/1976,1.43,37%,2.29,60%,1.72,42%,25%,1.1
4519,Junior Dos Santos,Fabricio Werdum,Junior Dos Santos,21,9,0,0,"6'4""",238,"77""",Orthodox,1/30/1984,4.49,47%,3.33,56%,0.3,50%,81%,0.1,24,9,1,0,"6'4""",231,"77""",Orthodox,7/30/1977,3.59,52%,2.64,55%,1.75,31%,31%,1.2
4520,Sean Sherk,Tyson Griffin,Sean Sherk,36,4,1,0,"5'6""",155,"67""",Orthodox,8/05/1973,2.17,35%,2.71,55%,4.09,46%,56%,0.4,16,8,0,0,"5'6""",145,"68""",Orthodox,4/20/1984,3.71,41%,2.3,65%,1.87,46%,59%,0.9
4521,Thales Leites,Drew McFedries,Thales Leites,28,9,0,0,"6'1""",185,"78""",Orthodox,9/06/1981,2.13,40%,2.99,52%,2.1,27%,30%,1.1,12,7,0,0,"6'0""",185,"72""",Southpaw,7/27/1978,5.13,51%,4.56,52%,1.42,100%,56%,0.7
4522,Spencer Fisher,Shannon Gugerty,Spencer Fisher,24,9,0,0,"5'7""",155,"68""",Southpaw,5/09/1976,3.17,43%,3.03,64%,0.67,30%,60%,0.8,15,7,0,0,"5'10""",155,"71""",Orthodox,12/30/1981,1.25,39%,1.88,58%,2.13,27%,50%,3.4
4523,Hermes Franca,Marcus Aurelio,Hermes Franca,24,17,0,1,"5'6""",155,"71""",Orthodox,8/26/1974,1.78,39%,2.85,55%,1.53,36%,37%,2.4,22,10,0,0,"5'10""",155,"74""",Orthodox,8/18/1973,1.42,33%,2.27,59%,1.69,27%,27%,1.3
4524,Pete Sell,Joshua Burkman,Pete Sell,10,7,0,0,"5'11""",170,"75""",Orthodox,8/05/1982,2.6,42%,3.65,51%,0.91,21%,47%,0.9,28,16,0,1,"5'10""",170,"72""",Orthodox,4/10/1980,2.69,43%,3.13,51%,2.53,36%,72%,0.3
4525,Michael Bisping,Chris Leben,Michael Bisping,30,9,0,0,"6'1""",185,"75""",Orthodox,2/28/1979,4.33,38%,2.71,65%,1.05,43%,63%,0.3,22,11,0,0,"5'11""",185,"73""",Southpaw,7/21/1980,2.87,42%,2.87,52%,1.14,41%,53%,0.8
4526,Keith Jardine,Brandon Vera,Keith Jardine,17,11,2,0,"6'2""",185,"76""",Orthodox,10/31/1975,3.25,36%,2.98,59%,1.18,45%,62%,0.7,15,7,0,1,"6'3""",230,"78""",Orthodox,10/10/1977,3.03,56%,2.81,52%,0.7,53%,59%,0.2
4527,Luiz Cane,Rameau Thierry Sokoudjou,Luiz Cane,17,7,0,1,"6'2""",185,"77""",Southpaw,4/24/1981,4.79,41%,5.0,60%,0.56,28%,100%,0.3,18,18,0,0,"5'10""",205,"78""",Orthodox,4/18/1984,2.26,45%,2.61,56%,1.93,47%,78%,0.9
4528,Chris Lytle,Paul Taylor,Chris Lytle,31,18,5,0,"5'11""",170,"68""",Orthodox,8/18/1974,3.76,45%,3.03,58%,0.7,55%,55%,2.4,11,6,1,1,"6'0""",155,"72""",Orthodox,12/15/1979,4.44,47%,4.47,55%,0.27,25%,56%,0.5
4529,Marcus Davis,Paul Kelly,Marcus Davis,22,11,0,1,"5'10""",170,"70""",Southpaw,8/24/1973,2.72,39%,2.79,65%,1.6,48%,47%,1.4,14,5,0,0,"5'9""",155,"70""",Orthodox,9/12/1984,3.22,37%,2.61,59%,1.34,60%,30%,1.5
4530,Dan Hardy,Akihiro Gono,Dan Hardy,25,10,0,1,"6'0""",170,"74""",Orthodox,5/17/1982,2.46,35%,3.44,51%,0.73,35%,35%,0.4,35,21,8,0,"5'7""",170,"68""",Switch,10/07/1974,2.18,48%,2.67,63%,1.01,84%,46%,0.5
4531,David Bielkheden,Jess Liaudin,David Bielkheden,24,12,0,0,"5'10""",155,"71""",Orthodox,6/06/1979,1.11,57%,1.64,54%,2.65,63%,14%,0.0,20,11,0,0,"5'9""",170,"72""",Orthodox,"--,",2.46,51%,2.76,41%,3.28,53%,30%,1.6
4532,Terry Etim,Sam Stout,Terry Etim,16,5,0,0,"6'1""",155,"73""",Orthodox,1/11/1986,2.16,35%,2.53,67%,0.43,30%,39%,1.4,20,12,1,0,"5'9""",155,"70""",Orthodox,4/23/1984,4.17,28%,4.08,57%,0.63,38%,77%,0.1
4533,Nate Diaz,Josh Neer,Nate Diaz,21,12,0,0,"6'0""",170,"76""",Southpaw,4/16/1985,4.62,45%,3.78,53%,1.19,30%,42%,1.4,36,16,1,0,"5'11""",170,"72""",Orthodox,3/24/1983,3.29,46%,3.63,58%,1.09,34%,46%,1.3
4534,Clay Guida,Mac Danzig,Clay Guida,36,17,0,0,"5'7""",155,"70""",Orthodox,12/08/1981,2.44,34%,2.57,63%,3.36,38%,68%,0.7,21,12,1,0,"5'8""",155,"70""",Orthodox,1/02/1980,3.39,48%,3.44,57%,1.2,37%,46%,0.6
4535,Alan Belcher,Ed Herman,Alan Belcher,18,8,0,0,"6'2""",185,"75""",Orthodox,4/24/1984,2.7,41%,3.1,59%,0.44,26%,55%,0.9,27,14,0,1,"6'1""",205,"77""",Orthodox,10/02/1980,3.32,49%,3.35,43%,2.21,48%,60%,1.2
4536,Eric Schafer,Houston Alexander,Eric Schafer,14,8,2,0,"6'3""",185,"76""",Orthodox,9/20/1977,1.89,34%,3.38,56%,1.81,36%,50%,1.8,17,15,1,2,"6'0""",205,"72""",Orthodox,3/22/1972,3.06,54%,3.2,52%,1.19,57%,33%,0.0
4537,Wilson Gouveia,Ryan Jensen,Wilson Gouveia,14,8,0,0,"6'1""",185,"76""",Orthodox,10/03/1978,3.02,39%,4.06,56%,0.9,66%,57%,2.2,21,8,0,0,"6'1""",185,"76""",Orthodox,9/20/1977,2.84,39%,2.99,59%,1.55,50%,31%,1.9
4538,Joe Lauzon,Kyle Bradley,Joe Lauzon,28,16,0,0,"5'10""",155,"71""",Orthodox,5/22/1984,2.84,39%,5.39,54%,2.39,45%,54%,2.0,19,12,0,1,"5'9""",155,"71""",Orthodox,8/19/1982,1.99,40%,3.45,58%,0.65,50%,40%,0.0
4539,Mike Massenzio,Drew McFedries,Mike Massenzio,13,9,0,0,"6'2""",185,"73""",Southpaw,11/01/1982,2.08,45%,3.59,54%,2.74,24%,50%,1.4,12,7,0,0,"6'0""",185,"72""",Southpaw,7/27/1978,5.13,51%,4.56,52%,1.42,100%,56%,0.7
4540,Dan Miller,Rob Kimmons,Dan Miller,14,8,0,1,"6'1""",185,"74""",Orthodox,6/30/1981,2.03,36%,3.06,49%,1.67,54%,47%,1.8,25,9,0,0,"5'10""",185,"73""",Orthodox,1/30/1981,1.86,48%,4.79,38%,2.08,46%,25%,2.4
4541,Rashad Evans,Chuck Liddell,Rashad Evans,19,8,1,0,"6'0""",205,"75""",Orthodox,9/25/1979,2.14,37%,2.42,63%,2.98,44%,73%,0.0,21,8,0,0,"6'2""",205,"76""",Orthodox,12/17/1969,2.97,35%,2.71,56%,0.44,75%,81%,0.0
4542,Rich Franklin,Matt Hamill,Rich Franklin,29,7,0,1,"6'1""",185,"76""",Southpaw,10/05/1974,4.1,44%,2.07,62%,1.31,66%,63%,0.7,12,8,0,0,"6'1""",205,"76""",Orthodox,10/05/1976,3.69,42%,3.8,61%,3.0,34%,91%,0.0
4543,Dan Henderson,Rousimar Palhares,Dan Henderson,32,15,0,0,"5'11""",185,"74""",Orthodox,8/24/1970,2.44,47%,2.7,51%,1.52,52%,57%,0.3,19,8,0,0,"5'8""",170,"71""",Orthodox,2/26/1980,1.75,51%,2.04,59%,3.93,45%,0%,4.1
4544,Nate Marquardt,Martin Kampmann,Nate Marquardt,35,19,2,0,"6'0""",185,"74""",Orthodox,4/20/1979,2.71,49%,2.32,55%,1.87,51%,70%,0.8,20,7,0,0,"6'0""",170,"72""",Orthodox,4/17/1982,3.22,42%,3.28,62%,1.86,41%,78%,2.0
4545,Dong Hyun Kim,Matt Brown,Dong Hyun Kim,22,4,1,1,"6'2""",170,"76""",Southpaw,11/17/1981,2.12,49%,1.89,58%,2.93,43%,71%,0.6,24,18,0,0,"6'0""",170,"75""",Orthodox,1/10/1981,3.69,54%,2.67,55%,1.56,44%,63%,1.4
4546,Kurt Pellegrino,Thiago Tavares,Kurt Pellegrino,16,7,0,0,"5'8""",155,"70""",Orthodox,5/07/1979,2.45,43%,1.94,63%,2.9,54%,69%,0.8,21,7,1,0,"5'7""",145,"70""",Orthodox,11/08/1984,2.0,40%,2.31,62%,3.83,42%,62%,1.5
4547,Jason MacDonald,Jason Lambert,Jason MacDonald,25,16,0,0,"6'3""",185,"80""",Orthodox,6/03/1975,1.55,52%,2.7,46%,1.43,16%,35%,2.0,26,13,0,0,"6'3""",185,"75""",Orthodox,6/03/1975,3.21,58%,1.84,50%,1.35,36%,28%,2.4
4548,Ryo Chonan,Roan Carneiro,Ryo Chonan,22,13,0,0,"5'9""",170,"70""",Orthodox,10/08/1976,2.57,43%,2.25,60%,0.61,41%,39%,0.3,21,11,0,0,"5'11""",170,"76""",Orthodox,6/02/1978,1.46,46%,1.82,62%,3.05,42%,83%,1.4
4549,Georges St-Pierre,Jon Fitch,Georges St-Pierre,26,2,0,0,"5'11""",185,"76""",Orthodox,5/19/1981,3.78,53%,1.4,72%,4.16,74%,83%,1.1,30,7,1,1,"6'0""",170,"74""",Orthodox,2/24/1978,2.61,50%,1.65,54%,3.6,51%,56%,0.8
4550,Brock Lesnar,Heath Herring,Brock Lesnar,5,3,0,1,"6'3""",265,"81""",Orthodox,7/12/1977,3.53,72%,2.11,50%,3.9,55%,60%,0.5,28,16,0,1,"6'4""",250,"78""",Orthodox,3/02/1978,2.37,50%,1.77,54%,1.22,50%,32%,0.7
4551,Rob Emerson,Manvel Gamburyan,Rob Emerson,18,12,0,1,"5'9""",155,"70""",Orthodox,7/30/1981,2.5,30%,2.83,64%,2.02,52%,65%,0.4,15,10,0,1,"5'5""",135,"67""",Orthodox,5/08/1981,2.13,41%,2.83,55%,3.26,34%,69%,0.7
4552,Kenny Florian,Roger Huerta,Kenny Florian,14,6,0,0,"5'10""",145,"74""",Southpaw,5/26/1976,2.41,40%,1.85,63%,2.22,33%,60%,1.3,23,9,1,1,"5'9""",155,"70""",Orthodox,5/20/1983,3.64,36%,2.33,56%,2.13,46%,52%,0.5
4553,Demian Maia,Jason MacDonald,Demian Maia,28,10,0,0,"6'1""",170,"72""",Southpaw,11/06/1977,1.82,43%,2.03,63%,2.55,26%,61%,1.0,25,16,0,0,"6'3""",185,"80""",Orthodox,6/03/1975,1.55,52%,2.7,46%,1.43,16%,35%,2.0
4554,Tamdan McCrory,Luke Cummo,Tamdan McCrory,14,5,0,0,"6'4""",185,"76""",Switch,11/05/1986,2.07,49%,1.6,46%,2.28,50%,33%,2.5,6,6,0,0,"6'0""",170,"74""",Orthodox,4/27/1980,1.74,43%,1.5,59%,0.89,55%,42%,1.4
4555,Anderson Silva,James Irvin,Anderson Silva,34,11,0,1,"6'2""",185,"77""",Southpaw,4/14/1975,3.05,61%,2.05,60%,0.5,77%,69%,0.8,17,10,0,2,"6'2""",205,"75""",Orthodox,9/12/1978,2.03,48%,3.86,35%,0.0,0%,36%,0.5
4556,Frankie Edgar,Hermes Franca,Frankie Edgar,23,9,1,0,"5'6""",135,"68""",Orthodox,10/16/1981,3.7,39%,2.71,66%,2.28,31%,65%,0.3,24,17,0,1,"5'6""",155,"71""",Orthodox,8/26/1974,1.78,39%,2.85,55%,1.53,36%,37%,2.4
4557,Cain Velasquez,Jake O'Brien,Cain Velasquez,14,3,0,0,"6'1""",240,"77""",Orthodox,7/28/1982,6.37,57%,2.33,57%,5.13,45%,85%,0.4,15,4,0,0,"6'3""",205,"76""",Orthodox,9/25/1984,1.31,31%,1.92,69%,6.39,54%,25%,0.2
4558,Kevin Burns,Anthony Johnson,Kevin Burns,12,7,0,0,"5'10""",170,"74""",Orthodox,3/03/1980,2.74,38%,4.3,52%,0.28,50%,47%,0.8,22,6,0,0,"6'2""",205,"78""",Orthodox,3/06/1984,3.25,47%,1.83,60%,2.43,57%,77%,0.6
4559,CB Dollaway,Jesse Taylor,CB Dollaway,17,9,0,0,"6'2""",185,"76""",Orthodox,8/10/1983,2.65,47%,2.58,54%,3.55,54%,62%,1.2,31,15,0,0,"6'0""",170,"73""",Orthodox,1/02/1983,1.94,65%,0.55,38%,7.28,50%,100%,3.1
4560,Shannon Gugerty,Dale Hartt,Shannon Gugerty,15,7,0,0,"5'10""",155,"71""",Orthodox,12/30/1981,1.25,39%,1.88,58%,2.13,27%,50%,3.4,6,3,0,0,"5'10""",155,"69""",Orthodox,4/04/1979,1.14,35%,1.55,66%,1.22,100%,25%,2.5
4561,Forrest Griffin,Quinton Jackson,Forrest Griffin,19,7,0,0,"6'3""",205,"77""",Orthodox,3/16/1979,4.38,36%,2.81,61%,1.05,48%,57%,0.7,37,12,0,0,"6'1""",205,"73""",Orthodox,6/20/1978,3.25,54%,2.51,55%,1.52,56%,73%,0.1
4562,Patrick Cote,Ricardo Almeida,Patrick Cote,23,11,0,0,"5'11""",170,"75""",Orthodox,2/29/1980,2.81,48%,3.21,48%,0.68,20%,43%,0.2,13,5,0,0,"6'0""",170,"74""",Orthodox,11/29/1976,2.02,49%,1.2,61%,3.74,38%,31%,1.2
4563,Joe Stevenson,Gleison Tibau,Joe Stevenson,33,16,0,0,"5'7""",145,"70""",Orthodox,6/15/1982,2.05,44%,2.44,60%,2.75,44%,39%,2.2,33,14,0,0,"5'10""",155,"71""",Southpaw,10/07/1983,1.95,31%,2.51,63%,4.08,53%,92%,0.8
4564,Josh Koscheck,Chris Lytle,Josh Koscheck,17,11,0,0,"5'10""",170,"73""",Orthodox,11/30/1977,1.79,36%,2.27,63%,2.46,48%,64%,0.4,31,18,5,0,"5'11""",170,"68""",Orthodox,8/18/1974,3.76,45%,3.03,58%,0.7,55%,55%,2.4
4565,Tyson Griffin,Marcus Aurelio,Tyson Griffin,16,8,0,0,"5'6""",145,"68""",Orthodox,4/20/1984,3.71,41%,2.3,65%,1.87,46%,59%,0.9,22,10,0,0,"5'10""",155,"74""",Orthodox,8/18/1973,1.42,33%,2.27,59%,1.69,27%,27%,1.3
4566,Gabriel Gonzaga,Justin McCully,Gabriel Gonzaga,17,11,0,0,"6'2""",242,"76""",Orthodox,5/18/1979,2.12,45%,2.94,57%,2.8,39%,66%,1.1,11,5,2,0,"6'1""",225,"73""",Orthodox,2/18/1976,1.58,37%,2.02,46%,1.28,44%,43%,0.0
4567,Cole Miller,Jorge Gurgel,Cole Miller,21,11,0,1,"6'1""",145,"73""",Orthodox,4/26/1984,3.0,33%,3.88,59%,0.6,36%,38%,1.8,14,10,0,0,"5'7""",155,"69""",Orthodox,1/25/1977,3.37,32%,3.62,62%,0.81,23%,60%,0.5
4568,Melvin Guillard,Dennis Siver,Melvin Guillard,32,18,2,3,"5'9""",155,"71""",Orthodox,3/30/1983,2.96,40%,1.85,66%,1.3,63%,61%,0.2,23,11,0,1,"5'6""",145,"70""",Orthodox,1/13/1979,3.87,32%,2.67,65%,0.87,32%,65%,0.3
4569,Justin Buchholz,Corey Hill,Justin Buchholz,15,10,0,0,"6'0""",155,"73""",Orthodox,8/22/1983,2.35,26%,4.14,51%,0.0,0%,33%,0.8,6,9,0,0,"6'4""",155,"80""",Orthodox,10/03/1978,3.57,46%,1.61,70%,3.02,80%,100%,0.0
4570,Kendall Grove,Evan Tanner,Kendall Grove,23,17,0,1,"6'6""",185,"79""",Orthodox,11/12/1982,2.31,41%,2.4,54%,0.49,45%,56%,1.7,32,8,0,0,"6'0""",185,"74""",Orthodox,2/11/1971,3.05,59%,2.64,56%,2.55,43%,25%,1.3
4571,Amir Sadollah,CB Dollaway,Amir Sadollah,6,5,0,0,"5'10""",170,"75""",Orthodox,8/27/1980,4.71,46%,3.55,60%,0.57,27%,60%,0.3,17,9,0,0,"6'2""",185,"76""",Orthodox,8/10/1983,2.65,47%,2.58,54%,3.55,54%,62%,1.2
4572,Diego Sanchez,Luigi Fioravanti,Diego Sanchez,31,13,0,0,"5'10""",170,"72""",Southpaw,12/31/1981,2.69,37%,3.02,56%,1.51,24%,46%,0.8,26,15,0,0,"5'8""",170,"70""",Orthodox,1/22/1981,2.23,42%,2.21,69%,3.76,63%,67%,0.9
4573,Spencer Fisher,Jeremy Stephens,Spencer Fisher,24,9,0,0,"5'7""",155,"68""",Southpaw,5/09/1976,3.17,43%,3.03,64%,0.67,30%,60%,0.8,28,18,0,1,"5'9""",145,"71""",Orthodox,5/25/1986,3.18,40%,3.06,58%,1.16,38%,65%,0.4
4574,Dustin Hazelett,Joshua Burkman,Dustin Hazelett,12,7,0,0,"6'1""",170,"76""",Orthodox,4/29/1986,2.24,40%,3.51,46%,0.55,50%,25%,4.1,28,16,0,1,"5'10""",170,"72""",Orthodox,4/10/1980,2.69,43%,3.13,51%,2.53,36%,72%,0.3
4575,Drew McFedries,Marvin Eastman,Drew McFedries,12,7,0,0,"6'0""",185,"72""",Southpaw,7/27/1978,5.13,51%,4.56,52%,1.42,100%,56%,0.7,18,15,1,0,"5'9""",185,"73""",Orthodox,6/08/1971,2.21,35%,3.92,42%,1.38,33%,81%,0.0
4576,Matt Brown,Matt Arroyo,Matt Brown,24,18,0,0,"6'0""",170,"75""",Orthodox,1/10/1981,3.69,54%,2.67,55%,1.56,44%,63%,1.4,3,3,0,0,"5'10""",170,"72""",Orthodox,9/01/1982,1.62,47%,2.01,58%,2.12,36%,100%,5.3
4577,Dean Lister,Jeremy Horn,Dean Lister,13,7,0,0,"6'1""",185,"75""",Orthodox,2/13/1976,1.26,35%,1.89,61%,1.58,15%,50%,1.1,91,22,5,1,"6'1""",185,"74""",Orthodox,8/25/1975,1.19,39%,1.99,55%,1.83,38%,29%,1.1
4578,Thiago Alves,Matt Hughes,Thiago Alves,23,15,0,0,"5'9""",170,"70""",Orthodox,10/03/1983,3.73,41%,3.42,62%,0.71,60%,63%,0.3,45,9,0,0,"5'9""",170,"73""",Switch,10/13/1973,2.14,53%,1.36,53%,2.95,50%,35%,1.2
4579,Michael Bisping,Jason Day,Michael Bisping,30,9,0,0,"6'1""",185,"75""",Orthodox,2/28/1979,4.33,38%,2.71,65%,1.05,43%,63%,0.3,19,12,0,0,"6'0""",185,"72""",Orthodox,5/19/1981,3.61,54%,3.46,47%,1.13,100%,0%,0.0
4580,Mike Swick,Marcus Davis,Mike Swick,15,6,0,0,"6'1""",170,"77""",Orthodox,6/19/1979,2.36,37%,2.29,54%,1.06,50%,61%,0.6,22,11,0,1,"5'10""",170,"70""",Southpaw,8/24/1973,2.72,39%,2.79,65%,1.6,48%,47%,1.4
4581,Thales Leites,Nate Marquardt,Thales Leites,28,9,0,0,"6'1""",185,"78""",Orthodox,9/06/1981,2.13,40%,2.99,52%,2.1,27%,30%,1.1,35,19,2,0,"6'0""",185,"74""",Orthodox,4/20/1979,2.71,49%,2.32,55%,1.87,51%,70%,0.8
4582,Fabricio Werdum,Brandon Vera,Fabricio Werdum,24,9,1,0,"6'4""",231,"77""",Orthodox,7/30/1977,3.59,52%,2.64,55%,1.75,31%,31%,1.2,15,7,0,1,"6'3""",230,"78""",Orthodox,10/10/1977,3.03,56%,2.81,52%,0.7,53%,59%,0.2
4583,Martin Kampmann,Jorge Rivera,Martin Kampmann,20,7,0,0,"6'0""",170,"72""",Orthodox,4/17/1982,3.22,42%,3.28,62%,1.86,41%,78%,2.0,20,9,0,0,"6'1""",185,"73""",Orthodox,2/28/1972,3.16,48%,2.64,54%,0.84,50%,63%,0.1
4584,Matt Wiman,Thiago Tavares,Matt Wiman,16,10,0,0,"5'10""",155,"68""",Orthodox,9/19/1983,3.17,50%,3.57,51%,2.13,37%,56%,1.5,21,7,1,0,"5'7""",145,"70""",Orthodox,11/08/1984,2.0,40%,2.31,62%,3.83,42%,62%,1.5
4585,Kevin Burns,Roan Carneiro,Kevin Burns,12,7,0,0,"5'10""",170,"74""",Orthodox,3/03/1980,2.74,38%,4.3,52%,0.28,50%,47%,0.8,21,11,0,0,"5'11""",170,"76""",Orthodox,6/02/1978,1.46,46%,1.82,62%,3.05,42%,83%,1.4
4586,Luiz Cane,Jason Lambert,Luiz Cane,17,7,0,1,"6'2""",185,"77""",Southpaw,4/24/1981,4.79,41%,5.0,60%,0.56,28%,100%,0.3,26,13,0,0,"6'3""",185,"75""",Orthodox,6/03/1975,3.21,58%,1.84,50%,1.35,36%,28%,2.4
4587,Paul Taylor,Jess Liaudin,Paul Taylor,11,6,1,1,"6'0""",155,"72""",Orthodox,12/15/1979,4.44,47%,4.47,55%,0.27,25%,56%,0.5,20,11,0,0,"5'9""",170,"72""",Orthodox,"--,",2.46,51%,2.76,41%,3.28,53%,30%,1.6
4588,Antoni Hardonk,Eddie Sanchez,Antoni Hardonk,8,6,0,0,"6'4""",245,"78""",Orthodox,2/05/1976,3.4,61%,3.07,46%,0.0,0%,40%,0.9,15,8,0,0,"6'2""",230,"74""",Orthodox,11/04/1982,3.45,43%,3.3,43%,1.13,26%,42%,0.0
4589,BJ Penn,Sean Sherk,BJ Penn,16,14,2,0,"5'9""",155,"70""",Orthodox,12/13/1978,2.76,48%,3.2,56%,1.19,55%,74%,0.5,36,4,1,0,"5'6""",155,"67""",Orthodox,8/05/1973,2.17,35%,2.71,55%,4.09,46%,56%,0.4
